id,cr,reference_en,baseline_prediction,cultural_prediction,CS_prediction,expected_translation,baseline_prediction_csi_match_score,baseline_prediction_csi_match_success
gen_00781,fmItilizatè Fu-350 dinamik mikrofòn Non Feature Product: fmItilizatè Fu-350 Brand: fmItilizatè Kalite Tuner: dinamik Wireless: Branche Ch,fmUSER FU-350 Dynamic Microphone Feature Product Name: fmUSER FU-350 Brand: fmUSER Tuner Type: Dynamic Wireless: Wired Ch,fmUser FU-350 Dynamic Microphone Product Name:FMSU-350 Brand Name:FMSItilizer Type Tuner:Dynamic Wireless:Branche Ch,fmUser FU-350 Dynamic Microphone Product Name: fmUser FU-350 Brand: fmUser Type Tuner: Dynamic Wireless: Wire Mesh,fmUser FU-350 Dynamic Microphone Feature Product Name:FMSU-350 Brand:FU-350 User Type Tuner:Dynamic Wireless:Branche Ch,fmUSER FU-350 dynamic microphone | fmUSER FU-350 wired dynamic microphone,72.46376811594203,False
gen_00702,an Special Olympics,the Special Olympics,the Special Olympics,the Special Olympics,the Special Olympics,the Special Olympics | Special Olympics,100.0,True
ahl_11658_hat_eng,pou tè mwen,for my land,For my ground,for my land,for my land,for my homeland | for my country,76.92307692307692,True
ahl_13952_hat_eng,pou ban l l al li mete l bò men pòt kay,to let him go put it by the door of the house,to give it to place it by hand door,to give him to go and put it by the door to the house,to give him to go and put it by the door,to leave it by the front door | to put it outside by the house,62.5,False
ahl_6228_hat_eng,"bonbon, on ti fè menm ki se pa avreti vèl ye non, men yo konn renmen pran li santi bon yo mete l nan lèt.","candy, a little thing that is not really a candy, but they like to take the scented one and put it in milk.","cookies, on little makes the same that is not avreti vels are not, but they often like to take it feel good to put it in milk.","Cookies, a little make the same thing that is not avreti vèl, but they often like to take it feel good to put it in milk.","cookies, a little make it the same, it’s not just like, but they usually like to take it feel good to put it in the letter.",sweet candy | fragrant candy,39.28571428571429,False
ahl_9909_hat_eng,se ou kapab ban m bon konsèy ladan l.,if you can give me good advice about it.,is you can give me the right advice of it.,you can give me good tips in it.,you can give me the right tips in it.,if you can give me some good advice on it | if you can advise me well about it,79.51807228915662,True
gen_00382,"Pandan w ap li Doktrin ak Alyans 71–75 la, panse avèk moun w ap anseye yo.","As you read Doctrine and Covenants 71–75, think about the people you teach.","While you’re read the Doctrine and Alyans 71–75, think with people you’re teaching them.","While you read Doctrine and the 71–75 Alliance, think with people you are teaching them.","While reading Doctors with the 71–75 Alliance, think with people you are teaching them.","As you read Doctrine and Covenants 71–75, think about the people you teach. | While reading Doctrine and Covenants 71–75, keep in mind the people you teach.",73.61963190184049,False
ahl_13390_hat_eng,"Bondond, gwo pye bondan ankò li, li bèl, li kan n gen flè, fè wouj, flè wouj.","Bondond, the big bondan tree again, it is beautiful, it can have flowers, red flowers, red flowers.","Bondond, its great goddess yet, it's beautiful, it can we have flowers, make red, red flowers.","Bondond, her God’s big tree again, she is beautiful, she can have flowers, making red, red flowers.","Bondond, the big bonding tree again, it is beautiful, it can have flowers, make red, red flowers.","The big bondan tree is beautiful, with red flowers | Beautiful bondan tree, blooming with red flowers",58.82352941176471,False
ahl_7426_hat_eng,douch sou an.,shower on it.,shower on the outside.,shower on one.,shower over there.,sprinkle it on | pour it on,42.85714285714286,False
gen_00406,Doktè Syeda Sadia Nur KIJWA mwa K daysN jou,Dr. Syeda Sadia Nur 5 months 23 days,Doctor Syeda Sadia Nur 1 month 2 days,Dr Syeda Sadia Nur 2 months 7 days,Dr. Syeda Sadia Nur 4 months 4 days,"Dr. Syeda Sadia Nur 5 months 23 days | Dr. Syeda Sadia Nur, 5 months and 23 days",87.67123287671232,True
gen_00749,8. 124 desen san Patipri a (Disparèt: 15-20yèm),8. The 124 Cartoon Fair (Oct: 15th-20th ),8. 124 Cartoon Fair ( Oct: 15-20th),8. 124 The Fair Drawings (Oct: 15-20th),8. 124 designs Fair (Display: 15-20th),124th Fair | 124th Cartoon Fair,68.0,False
ahl_8882_hat_eng,pou pou reponn,to answer,For Answer,to respond,to respond,to answer | to respond,84.21052631578947,True
ahl_16810_hat_eng,yo pa ou pa konn nou an,you don’t know us,Do not you don't know our,they don’t you know us,they don’t know us,you don’t know us | you don’t know who we are,73.17073170731707,False
ife_124_hat_eng,Mwen konte sou ou.,I am counting on you.,I count on you.,I count on you.,I count on you.,I’m relying on you | I’m depending on you,72.0,False
ahl_5089_hat_eng,dap di pran bwaslè,I’m going to take the bracelet.,Dap say take brewery,I’m saying to take a drink.,I’m saying to take the parish.,I’m gonna grab the bracelet | I’ll take the bracelet,55.00000000000001,False
gen_00048,Endepandan konsèy pasyan,Medical Association Lower Saxony,Patient Advice,Independent patient council,Independent Patient Advice,Patient Advisory Council | Patient Council,92.3076923076923,True
ahl_14697_hat_eng,epi si kanal mwen an ta bò ichit konsa,and if my channel were here like this,and if my channel would be around so,and if my channel would be around like that,and if my channel would be around like that,and if my channel were around here like this | and if my channel was over here like this,84.84848484848484,True
ahl_13647_hat_eng,elè sa w ap ponnen yo plenn moun y ala w ap veye l,when you’re fucking them they complain people are there and you’re watching them,ether that you're ringing them plain and you're watching it,"and then what you’re going to bring them plain people, they’re going to watch it","when you’re going to bridge them plain people, they’re watching it",when you’re doing it they complain about people being around | when you’re fucking them they say people are watching,59.45945945945945,False
ahl_12444_hat_eng,kankou di pou pitit la kabiyen granddi,like saying for the child how much he has grown,camps say for the child is assigned granddi,as soon as the child can assign granddi,like to say for the child can be assigned to granddi,"look how much the child has grown | my, how the child has grown",60.0,False
gen_00762,"Koulè diferan disponib tout pi bèl pase youn ak lòt: Nwa, vèt, ble, woz, Orange, Blan.","Different colors available all more beautiful than each other: Black, Green, Blue, Pink, Orange, White.","Different colors available all more beautiful than each other: Black, Green, Blue, Pink, Orange, White.","Different colors available all more beautiful than each other: Black, Green, Blue, Pink, Orange, White.","Different colors available all more beautiful than each other: Black, Green, Blue, Pink, Orange, White.","A variety of beautiful colors are available: Black, Green, Blue, Pink, Orange, White | Available in several attractive colors: Black, Green, Blue, Pink, Orange, White",71.27659574468085,False
ahl_10358_hat_eng,li di non m pa fè l,"he said no, I didn’t do it",He says my name doesn't do it,he said my name doesn’t do it,he said my name is not doing it,he denied it | he said he didn’t do it,65.38461538461539,False
gen_00046,"Fè tiyo en fe Accessoires Htongsteel a ki itilize lajman pou transpò likid ak gaz, dècoration, konstriksyon, ekipman medikal, avyasyon, chodyè chalè-èchangeur ak lòt sistèm yo.","The Stainless Steel Pipe Fittings Htongsteel make are widely used for fluid and gas transport, decoration, construction, medical equipment, aviation, boiler heat-exchanger and other fields.","Stainless Steel Pipe Fittings Htongsteel is widely used for transport of liquids and gases, decorations, construction, medical equipment, aviation, heat-hange boiler and other systems.","Htongsteel’s Stainless Steel Pipe Fittings are widely used for liquid & gas transportation, decorating, construction, medical equipment, aviation, heat-fishing boiler and other fields.","The Stainless Steel Pipe Fittings Htongsteel is widely used for liquid and gas transportation, decoration, construction, medical equipment, aviation, heat-drying boiler and other systems.","Stainless steel pipe fittings for fluid and gas transport, decoration, construction, medical equipment, aviation, and heat exchangers | Htongsteel stainless steel pipe fittings widely used in piping, decoration, construction, medical, aviation, and boiler heat-exchange applications",73.91304347826086,False
ahl_7506_hat_eng,koupe l la pa koupe l la,"cut it there, don’t cut it there",cut it off by the cutting it,cut it there by cutting it there,"cut it there, not cut it there",leave it as is | don’t touch it,44.44444444444444,False
gen_00366,Gen yon moun ki pran plim mwen.,Someone took my pen.,There is someone who takes my pen.,There is someone who takes my pen.,There is someone who takes my pen.,Someone took my pen | My pen was taken,64.15094339622642,False
ahl_15750_hat_eng,ou te al avèk Bèl Rag,you went with Bèl Rag,you went with Beautiful Rag,you went with Beautiful Rag,you went with Beautiful Rag,you went out with Bèl Rag | you were with Bèl Rag,76.92307692307692,True
ife_330_hat_eng,Nou te pran tout prekosyon nou kapab pou nou te jwi moman an san kè sote.,"sparkled in the depth of our eyes subsided. We did everything, took every precaution in order to enjoy the moment without fear.",We took all the precaution we can have enjoyed the time without heart jumping.,We took all precautions we can to enjoy the moment without nervousness.,We took all the precautions that we enjoyed the moment without jumping.,We took every precaution to enjoy the moment without worry | We did everything possible to savor the moment fearlessly,65.69343065693431,False
