id,cr,reference_en,baseline_prediction,cultural_prediction,tri_prediction,expected_translation,cultural_prediction_csi_match_score,cultural_prediction_csi_match_success
ahl_11082_hat_eng,tankou si l kouche la,as if he were lying there,as if he were lying there,as if he were lying there,as if he is lying there,as if he were there | like he was lying there,86.36363636363636,True
ahl_12141_hat_eng,yo pa fanyi avèk li,they are not familiar with him,Dont mess with it,they are not proud of him,they are not proud of him,they don’t know him | they’re not acquainted with him,60.0,False
ahl_1135_hat_eng,wou gade wè yon pakèt ti mak sou li,you look and see a bunch of little marks on it,Went to see a bunch of little scars on it,you look and see a bunch of little marks on it,you look and see a bunch of little marks on it,you can see a lot of little marks on it | it has a bunch of small marks on it,82.35294117647058,True
ahl_15250_hat_eng,w pran nas la,you take the net,take us there,you took the nose,you took the nose,you got caught | you fell for it,56.00000000000001,False
ahl_2196_hat_eng,si kay sa a la,if that house is there,If this is a house ,if this house is there,if this house is there,if that house is over there | if that house is there,90.9090909090909,True
ahl_11400_hat_eng,m pa t pèdi mwen manm,I didn’t lose my member.,I do not lose my membership,I didnt lose my membership.,I didnt lose my membership.,I didn’t lose my manhood | I didn’t lose my dick,75.55555555555556,False
ife_135_hat_eng,Flanm yo ap vin pi bèl.,"The flamnes will burn Sweeter, warmer and brighter",The flames will become more beautiful.,The flames are becoming more beautiful.,The flames are becoming more beautiful.,The flames will grow brighter and warmer | The fire will burn more beautifully,67.56756756756756,False
ahl_11940_hat_eng,a pa granpil,not much,a pa granpil,Its not much.,Its not much.,not much|not a lot,76.19047619047619,False
ahl_8021_hat_eng,m pale entèl pa je tou.,I speak through the eyes too.,I don't speak English either.,Im talking to you by ear too.,Im talking through my eyes too.,I can read people’s eyes too | I speak with my eyes too,56.60377358490566,False
ahl_3086_hat_eng,li ka ben,he can bathe,It can be good,it may be fine,it may be fine,he can take a bath | he can wash up,42.85714285714286,False
ahl_16896_hat_eng,men sa m pral pèdi.,but this is what I’m going to lose.,but that I shall lose.,this is what Im going to lose.,this is what Im going to lose.,this is what I’m going to lose | that’s what I’m going to lose,96.66666666666667,True
ahl_15303_hat_eng,epi ki konn ki touvèt,and who knows that it is open,who knows which towel and,and who knows what to do,and who knows what to do,and who knows | who knows if it’s open,81.81818181818181,True
ahl_8253_hat_eng,ou pa konn rele l zèl ou byen,you don’t know whether to call it a wing or not,You dont call it wings or well,you dont know how to call it wings or anything,you dont know how to call it wings or anything,you’re not sure what to call it | you can’t quite tell what it is,60.67415730337078,False
ahl_9896_hat_eng,ou bezwen wè si l ka moute ka la,you need to see if he can come up here,You need to see if I can get up there,you need to see if he can climb up there,you need to see if he can go up there,you should check if he can come up here | see whether he can come up here,70.88607594936708,False
ahl_5414_hat_eng,sanble ou pa chache kontwèn mwen enit lè,it seems you didn’t look for me at all then,Seems you don't look for my contacts lately,It seems like youre not looking for my account now.,it seems like youre not looking for my account at all,Looks like you didn’t even try to find me then | So you weren’t looking for me at all then,62.365591397849464,False
ahl_13705_hat_eng,men sa m ta fè m,here’s what I would do,but what would I do to m,this is what I would do to myself,this is what I would do to myself,here’s what I’d do | this is what I’d do,69.23076923076923,False
ahl_307_hat_eng,kijon ou rele,what is your name,kijon ou rele,what is your name,what is your name,What’s your name? | May I have your name?,90.9090909090909,True
ahl_7922_hat_eng,pa konn di sa?,Don’t you know how to say that?,Don't you know that?,dont know how to say that?,dont know how to say that?,Can’t you say that? | Don’t you know how to say it?,83.33333333333334,True
ahl_6210_hat_eng,ba konn ti l genyen nisi,let him know what he has here,I don't know if I have any,dont know if he has any,dont know if he has any,let him know what he’s got here | show him what he’s dealing with here,52.17391304347826,False
ahl_15603_hat_eng,epi sè w la di konsa mezanmi,"and your sister said, “my goodness”",and you are saying so kindly ,"and your sister said like that, friend","and your sister said that, my friend","and your sister said, “oh my goodness” | and your sister said, “goodness gracious”",73.33333333333334,False
ahl_5649_hat_eng,Si se pa manje l ap fouye,"If it’s not food, he’ll dig it up",If not eaten Ill dig around,"If its not food, hell dig it.","If its not food, hes digging.","He’ll root around for anything edible | If it’s not food, he’ll keep digging for it",79.3103448275862,False
ahl_1510_hat_eng,sa w ap di sa,what are you saying,thats what youre saying,what are you saying?,what are you saying?,What are you talking about? | What are you saying?,100.0,True
ahl_571_hat_eng,yo pa mare bèt,they do not tie up animals,They don't have to be animals,they dont tie up animals,they dont tie up animals,they don’t hold back | they don’t restrain themselves,58.33333333333333,False
ahl_10764_hat_eng,ben t ap manje li,"well, I was eating it",ben t ap manje li,"well, he was eating it","well, he was eating it","well, I was eating it | I was eating it, you know",93.02325581395348,True
ahl_14867_hat_eng,ele m mawoule,I’m going to get angry.,Ele m Mawoule,Im crazy.,he/she/it is my turn,I’m about to lose my temper | I’m getting mad,57.14285714285714,False
ahl_15611_hat_eng,ann sòti avè l,let's go out with him,Ann went out with him ,lets go out with him,lets go out with him,let’s hang out with him | let’s go out with him,95.0,True
ahl_7450_hat_eng,tankou lè ou di l,like when you tell him,Like when you say l,like when you tell him,like when you tell him,like when you say it | like when you tell him,100.0,True
ahl_8845_hat_eng,sa w ap di,what are you saying,Thats what youre saying,what are you saying,what are you saying,What are you talking about? | What are you saying?,100.0,True
ahl_8434_hat_eng,ou menm Mwen,you me,You or Me,you and me,you and me,you and me | just you and me,100.0,True
ahl_9286_hat_eng,bou ki jenn tou a,the young bush too,the young bou tou a,the young fool too,the young fool too,the young one too | the youngster too,85.71428571428572,True
ahl_2435_hat_eng,twa wò ikiche.,three wò ikiche.,three ikiche.,three oclock here.,three rows of ikiche.,three wò ikiche | three wò ikiche,54.54545454545454,False
ahl_14259_hat_eng,ou genyen demi,you have half,you win half,Do you have half?,Do you have half?,you’re halfway there | you’ve got half of it,64.70588235294117,False
ahl_2611_hat_eng,sa w ap fè l la.,what are you doing to him?,that's what you're doing.,what are you doing to him.,what are you doing to him?,What are you doing to him? | What are you doing to him?,98.0392156862745,True
ahl_13548_hat_eng,ou lage tout kòm ale,you let everything go away,or drop everything as it goes,you let everything go,you let everything go,you let it all slip away | you lost everything,85.0,True
ahl_12559_hat_eng,men ou pa konte se manje a,but you don’t count it as food,But you don't count if you eat it,but you dont count its the food,but you dont count its the food,but you don’t even count it as a meal | but you don’t really consider it food,74.57627118644068,False
ahl_12991_hat_eng,Y ve yon chat kay,There is a cat in the house,Y ve a cat house,They want a cat at home,They will be a cat at home,There’s a cat in the house | A cat is in the house,60.86956521739131,False
ahl_14545_hat_eng,"Yon tè menm, je ka fè plant la byen.",Even the same soil can make the plant grow well.,"One teaspoon, I can make the plant well.",Even a soil can make the plant well.,"Even a soil, the eyes can make the plant well.","The same ground can still help things grow | Even in the same place, good things can flourish",47.22222222222222,False
ahl_10377_hat_eng,l ap do dinen,He is having dinner.,l ap do dinen,He is going to dinner.,He is going to dinner.,He’s eating dinner | He’s having supper,70.0,False
ahl_465_hat_eng,"Aski sòlèy kouche, paski lan pou palimen.","As soon as the sun sets, because the lamp is to be lit.","Aski solely sets, pastry for scissors.","As soon as the sun sets, the paski is for the parliament.","As soon as the sun sets, the pasky will be for the parliament.","As soon as it gets dark, the lamp is lit | When night falls, the lamp is turned on",61.855670103092784,False
cuisine_78_hat_eng,fèy Curry,Curry Leaf,Curry leaves,Curry leaves,Curry leaves,curry leaf | curry leaves,100.0,True
cuisine_78_hat_eng,fèy Curry,Curry Leaf,Curry leaves,Curry leaves,Curry leaves,this dish is a real treat! | this is a real treat!,35.29411764705882,False
ahl_6431_hat_eng,lò lò a fè l konsa,when the time makes it like that,The gold makes it so,"when the time comes, do it like that","when the time comes, do it like that",when the time comes | when the time is right,76.92307692307692,False
ahl_8685_hat_eng,moun pase epi,people passed by and,people than epi,people passed by and,people passed by and,people went by | folks passed by,70.58823529411764,False
ahl_5148_hat_eng,ma gen lòd janm ou ka rede l ankò,I will never be able to straighten your leg again,In order to never redeem it again,"I have orders, you can give it back again","I have orders, you can give it back again",I’ll never be able to fix your leg again | I’ll never be able to straighten your leg again,50.66666666666666,False
