id	label	cr	en
389	medium	E, kounye la pe konpran kesyon an byen kwa se, si pa egzanp ou genyen lòt bò a?	And, now I understand the question well, which is, if for example you have the other side?
390	good	Gen dlo wè	There is visible water.
391	good	empi w ap eksplike yon moun	and then you are explaining to someone
392	good	gen dlo gen koukouye	there is water, there are frogs
393	medium	empi w ap eksplike yon moun pou l ale	and then you are explaining to someone to go
394	medium	w ap di l konsa gade lòt bò a la	you tell him like that look the other way there
395	bad	li bezwon ka w ap di gade lòt bò a la	he needs to be able to say look the other way there
396	bad	empi w beswen Yon dike li Se Tèl	and you need someone to tell you it’s such
397	bad	Antwa a pou m n ap spike l?	What should I spike it with?
398	bad	ou gen lòd jan w kadi l tou	you have the order as you keep it too
399	bad	non zòn nan	the name of the area
400	good	m se pa t non zòn nan reyèlman m te bezwen	It wasn’t really the area I needed.
401	medium	sò sou di m nan la li bon tou	if you say it to me there, it’s good too
402	good	ou pran m	you took me
403	bad	ou pa kon lòd chon ka di sa.	you don’t know how a dog can say that.
404	good	M gen dwa a	I have the right to
405	good	kanpe l la	stand it there
406	medium	anpi m ap gade yon moun ki kanpe ki ki ti tèt bay la la ki Jiski pò m wè l la	and I’m looking at a person standing there with a little head there until I can see him there
407	bad	èske se la ou byen ki jan moun ta kalyan?	Is that where you are well, how would people be calm?
408	bad	Ou t ap ren moun pa egzanp	You were giving people as an example
409	good	ou wè moun nan se li kanpe	you see the person is the one standing
410	good	li pa finmen rive jich nan tèt	it hasn’t quite reached the top
411	good	si w ap di l monte	if you are telling him to go up
412	good	sa w ap di l	what are you telling him
413	good	w ap di l monte.	you are telling him to go up.
414	good	M vive nan mitan moun nan	I live among the people.
415	bad	men moun ta vle seyis nan tèt la pou l rive	but people would want the six at the top for it to arrive
416	medium	sa w ap di l monte	what are you telling him to go up
417	good	monte ay la	go up there
418	bad	men w ap di l talè w te di m san anvolye	but you’re going to tell him later that you told me without flying
419	bad	moun te souglè nan ou?	Did people laugh at you?
420	bad	Sinon pran te popoe a	Otherwise, take the popoe tea.
421	bad	pa egzòp moun nan monte	don’t overdo it when the person is going up
422	good	li rive la	he arrived there
423	bad	men l pa k kake ipopoe la	but he can’t poop the hippopotamus there
424	good	empi ou vle fè l Se menm jan antou	and if you want to do it, it’s the same anyway
425	medium	ou fè sa moun nan rive la konsa	you made that person get there like that
426	bad	ou di l moute pou l ale moute pou rive jis nan kòk la	you tell him to go up to go up to get all the way to the rooster
427	bad	men lè l rive la li konprann Etann l al kapran li kap ranm koukouye a	but when he gets there he understands Etann he goes to take him he is picking up the coconut tree
428	medium	ou vle fè l konnen fò l ale toujou	you want to let him know he has to keep going anyway
429	bad	moute piwo t alè w te di men li rive	go up higher on time you said but it arrived
430	good	li pa fin rive kote pou l rive a	he hasn’t quite reached where he was supposed to reach
431	bad	li konprann li karan	he understands he is forty
432	good	w ap di l	you are telling him
433	good	w ap di l monte piwo	you are telling him to go up higher
434	bad	se konsa sèl monka sèl.	so it’s just monka alone.
435	bad	Mwen te pi wo wou l keyi kòk la	I was taller than him when he picked the rooster.
436	bad	te pi wo wou l keyi kòk la	it was higher where the rooster crowed
437	good	wap di l	you’re telling him
438	good	mwen te pi wo toujou.	I was even taller.
439	medium	men de nèg	but two guys
440	bad	ki konn konprann se sonwa fè yo ye se gwo nèg	who know understand that they are made of darkness, they are big men
441	bad	yo papè nenpòt	they don’t have any paper
442	bad	nenpòt gwo nèg pou yo vin gou ma a fè	any big man for them to come taste the sea to do
443	good	ki gwo nèg la fè sa	why did that big guy do that
444	bad	pou vape latè	to vape the earth
445	medium	epi li di ase piti ou ye se ou	and he said you are so small it’s you
446	medium	se ou t pou ou kibò	if it were for you, where would it be
447	good	nou se ou t pou tonbe	we were about to fall
448	medium	men se pandanm si m kouche sou li se ou t pou	but if I lie on it it would be you who would be able to
449	bad	ou kon non moun la pa egizan pou renkontou an moun	you know the person’s name is not enough for a meeting with someone
450	good	men li pral nan mache	but he is going to the market
451	good	lè l rive la	when he/she arrives there
452	good	l konpran se nan mache	He understands it’s in the market.
453	bad	al rive ou ben Mwen jwenn di l konsa Mache a	When you arrive, or rather, I told him like this: the market.
454	good	wou vle di l konsa ke Mache a se pa la a l ye	you mean it like that that the market is not where it is
455	good	men fòl avanse	but the fool advances
456	medium	wè fòl avanse men ki jan w ap di l	see the fool move forward but how are you going to tell him
457	good	Mache a pi bò lòt bò	The market is closer on the other side.
458	good	pi bò lòt bò	on the other side
459	bad	repi bò men woukadi Miche a	and then on the side of the hand, Miche’s woukadi
460	bad	Mache a se pa Mache ale nonmen Mache kote l prale a Mache a pi filaban	The market is not the market, go name the market where it is going, the market is more flimsy.
461	bad	pi mache a pi ben lòd ja ankwo ta ta di l	the more you walk, the better the order is, as I would say
462	bad	bon lè moun sa e li Liwon ti kote l konponn se mache a	good time that person and he/she around the small place where he/she lives is the market
463	bad	pou ou renkontre langò li di ou konsa se mache a nou	to meet his language he tells you like this it is our market
464	bad	ou fè sa ou di l non mache a	you did what you told him not to do
465	good	sa sèlman ou ka di li	that's all you can tell him
466	good	pi devan toujou bon	later is always better
467	bad	ou bra ka di l on lòdiche ankò	you can tell him another order
468	bad	pa igranm Non pralon kote	not big No, we’re going somewhere
469	good	mwen m ap fè kou	I am taking a class
470	bad	mwen men mesye lameis	I am the same man of the house
471	bad	mwen lameis konnen ou ta pral avè kwen	I would have liked to know you were going to be with me.
472	bad	empil l gade li wè se mwen e se ou menm sèl	After looking at him for a long time, he saw that it was me and only you.
473	bad	empil pawè m	a lot of my words
474	bad	men se pandan mwen menm	but it was while I myself
475	medium	eee M te mache deja ki sò pral di la	I had already walked, what are you going to say now?
476	bad	ki devan pral ka di l lòdi jan ankò Lè	who will be able to tell him the order again when
477	good	pa egzanp moun nan e li avèk ou	for example the person is with you
478	good	nan ap mache	we are walking
479	good	nou Prale yon kote	We are going somewhere
480	good	men se wout koun kote a	but this is the road right here
481	good	m pa konnen l	I don’t know him.
482	good	isò w ap di mwen	what are you telling me
483	good	nou ban kò rive n ap mache toujou	We keep walking until our bodies give out.
484	bad	n ap mache toujou men w pa k ap di lone lòd chan	we are still walking but you are not saying the order of the field
485	bad	n ap ap anse	we are going to teach
486	bad	li lwen nou ban kò rive	he is far from us, body and soul
487	bad	pa da rè kon lèg	don’t be late when you’re leaving
488	good	etan M ap pale la	while I’m speaking here
489	good	Mse pa ka tande	I can’t hear.
490	bad	en pou bezwen di l e pou l vin tou prè ou	and to need to tell him and for him to come very close to you
491	medium	wè poukisa w ap di l vin tou pou la?	see why are you telling him to come too for what?
492	bad	m ap fè l on sinyan a gwo vw	I’m making it with a big vow.
493	medium	w ap fè l on sinyan men	you are making it a sign but
494	bad	w ap di l pou pisaj l ap vin koute	you are telling him about the paving that will come to cost
495	good	pou l vin bò isit la	to come over here
496	good	pou l ka tande sa m ap di l la	so that he can hear what I am telling him
497	bad	ou en pou ki sa Sa l pa t ka tande paske	you are in for what why he could not hear because
498	good	se pa soud li sou don l ka zòrèy non	It’s not that he’s deaf; it’s that he can’t hear, no.
499	bad	li tande zòrèy mche anfòm	he heard my ears were fine
500	medium	li ka tande men sepandan	he can hear but however
501	bad	bon si pa egzanp la e m ta bezwa l nan dlou	well if for example there and I would need it in water
502	bad	en pou m alben	to go to Alben
503	good	men Pou mwen	but for me
504	good	m pa konn kote devan ye	I don’t know where the front is.
505	medium	m mando ou èske m pral machanpil la	I’m asking you if I’m going to walk a lot there.
506	good	m albenyen sò pral dim	I’m going to bathe, then I’ll tell you.
507	good	Dlo a pi devan la	The water is farther ahead.
508	good	m pral machanpil	I’m going to walk a lot
509	bad	ou ka di m li pi devan mongon lòd chon ou ka dim	you can tell me it’s more forward mongon order chon you can tell me
510	good	li pa lwen	it is not far
511	good	bon si m ap macha avè konmoun	well if I’m walking with someone
512	good	si m ap macha avè konmoun	if I’m walking with someone
513	good	epi lè m fè sa	and when I do that
514	medium	m rive la konsa	I arrived there like that
515	good	pou m di l	to tell him
516	good	vire kibò la	turn where?
517	good	sipose se konsa	suppose it is so
518	medium	bon peyi kote moun konn ale yo dibò Okap	a good place where people often go to the seaside in Cap-Haïtien
519	good	nan kit Okap	in Cap-Haïtien
520	good	e kibòlye Okap	and where now in Cap-Haïtien
521	good	se nan Sido kap ye	it is in Sido that it is happening
522	bad	anwo men se nan	up there, but it is in
523	good	Se nan pran yòl	It’s in taking the helm.
524	medium	se ki bò lye?	Where is it?
525	medium	menm fa sad la nan, li pa nan nò, ou pa ou pa konnen ki bò lye?	even if that thing is there, it’s not in the north, you don’t you don’t know which side it is?
526	bad	ou pa twa pou rese ou ka	you are not too much to receive you can
527	bad	m de ti kou moun yo konn travay	I have a little bit of time, people usually work
528	bad	moun yo konn oubyen batik kay	people know or batik house
529	good	kijon ou rele	what is your name
530	bad	ou rele kote sa yo ka travay bò lanmè a	you call those places can work by the sea
531	bad	ki bò lanmè a yo ka travay sou lou	where by the sea they can work on the heavy one
532	bad	li yon moute kay sou li	he has a house built on it
533	medium	kijon rele l?	What is it called?
534	bad	men gen 11 ride de kote tè a wouy	but there are 11 wrinkles on both sides of the red earth
535	bad	sou on pa bouke	on one side tired
536	bad	ki jan yo relele?	What do they call him?
537	good	ou, se se yon mòn li ye.	you, it is indeed a mountain.
538	good	Mwen l pa ou	I am not you
539	bad	gen ent piwo ou men wotè li	there are more beers than its height
540	good	ou vwann pran l	you want to take it
541	bad	pa kab moute ou gen ou ka menm pa ka moute men gen menm	you can’t go up, you have, you may even not be able to go up, but there is still
542	bad	li toupiti ou ka moute sou li ki chann gede.	It is so small that you can climb on it, which is a Gede song.
543	bad	mwen Ou konn wè mòn nan la	I know you see the mountain there
544	bad	gwon seride ti kote tan w ap bay konsa yo travay yo	the big serious little place where you’re giving like that their work
